product_link,product_name,product_price
https://www.glassesshop.com/eyeglasses/fz1410,"
                                    Lagrange
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2003,"
                                    Guelph
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp1781,"
                                    Hubbard
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1736,"
                                    Osmond
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1362,"
                                    Evansville
                                ",$6.95
https://www.glassesshop.com/eyeglasses/fp2165,"
                                    Ogden
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fp1985,"
                                    Yonkers
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp1920,"
                                    Bloor
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp1502,"
                                    Astrid
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1409,"
                                    Kelowna
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp2175,"
                                    Bellaire
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fm1500,"
                                    Winston
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fp2015,"
                                    Rainbow
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2122,"
                                    Salinas
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2085,"
                                    Annabelle
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fm1445,"
                                    Marina
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp1741,"
                                    Oswald
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1647,"
                                    Angel
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1628,"
                                    Aiden
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fm1417,"
                                    Alturas
                                ",$29.95
https://www.glassesshop.com/eyeglasses/sup0757,"
                                    Rosemary
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp1919,"
                                    Bloor
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fz0982,"
                                    Miami
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2118,"
                                    Eleanore
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fm1418,"
                                    Alturas
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp1565,"
                                    Thomasville
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fp1276,"
                                    Land
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1475,"
                                    Mankato
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2087,"
                                    Waycross
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fp1946,"
                                    Dinas
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2132,"
                                    Hatteras
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fm1383,"
                                    Rochester
                                ",$9.95
https://www.glassesshop.com/eyeglasses/fp1811,"
                                    Binghamton
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1918,"
                                    Bloor
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fz1098,"
                                    Laura
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fm1464,"
                                    Norfolk
                                ",$34.95
https://www.glassesshop.com/eyeglasses/ft0389,"
                                    Wheaton
                                ",$44.95
https://www.glassesshop.com/eyeglasses/fp1942,"
                                    Abra
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp2052,"
                                    LaSalle
                                ",$19.95
https://www.glassesshop.com/eyeglasses/sm0885,"
                                    Sherwood
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2080,"
                                    Americus
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fm1258,"
                                    Igemar
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fm1476,"
                                    Avon
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fm1462,"
                                    Norfolk
                                ",$34.95
