product_link,img_link1,img_link2,product_name,product_price
https://www.glassesshop.com/eyeglasses/fz1250,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eb51c142e515.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eb51c18c82f5.jpg","
                                    Vivian
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fm1243,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eb51be09fed2.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202011/5fa245dbc0c61.jpg","
                                    Burke
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fm1387,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202006/5edb36b956da7.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202006/5edb36baf369a.jpg","
                                    Celia
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fm1389,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818f7ae1f4c.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818f7971322.jpg","
                                    Celia
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1370,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201911/5dccb04deb30b.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f8d5e7557f5c.jpg","
                                    Maltz
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fz1207,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818cd38aa70.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f4770038ad26.jpg","
                                    Pete
                                ",$29.95
https://www.glassesshop.com/eyeglasses/sup0622,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da6d45d87995.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da6d45a47a06.jpg","
                                    Wilker
                                ",$29.95
https://www.glassesshop.com/eyeglasses/sm0874,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f4768ecef029.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f4768ead87c6.jpg","
                                    Horatio
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1437,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202007/5f23bcb505ab9.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202007/5f23bcb693ba0.jpg","
                                    Westlake
                                ",$44.95
https://www.glassesshop.com/eyeglasses/fz1268,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eb51c1a29558.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f47700fd5a27.jpg","
                                    Genevieve
                                ",$34.95
